,rating,submission_time,review_text,product_name,brand_name,rule_patterns_sentiment,dominant_topic
451,2,2023-03-16,"I’ve been using this product for a little while. I’ve tried it with my full skincare routine, and without it and just moisturizer. It feel very sticky on my skin, and doesn’t blend well, and it feels heavy as well. Maybe I’m just using it wrong though!",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,3.0
452,4,2023-03-16,So this is literally just a BB cream. It does cancel out redness more than other BB creams. When it’s fully absorbed it leaves a plump skin like texture and it’s pretty nice. I also like that it has SPF. I find myself using it a couple times a week.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
453,5,2023-03-15,"Wow this is a game changer, i have struggled with rosacea my whole life and after applying the smallest amount to mu cheeks it was completely covered! I recommend this",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
454,5,2023-03-15,"This product is amazing if you have redness because the green cancels it out. It also helps even skin tone. I use it for those no makeup days and people say it looks like I have foundation on. I like to keep mine in skincare fridge because I think it’ll last longer. I heard that because it’s so natural it tends to mold easily like the kosas concealer, so just be causations of that.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
455,2,2023-03-15,It really does tone down redness and is great for a no makeup look but it make my skin so dry and irritated. I know it is supposed to do the opposite but my skin was so angry after using this. I have given it many tries and really wanted to love it but it just isn’t for me,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
456,5,2023-03-15,"if i could only use ONE skincare product for the rest of my life it would be this one. i have really red skin and was skeptical if this would work on my darker complexion skin tone and it did! a little goes a long way so don’t use so much, otherwise you’ll have a green face",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
457,2,2023-03-14,"Overall I was disappointed. It did cover some of the redness of an eczema-like rash, however it dried it out even more. It ended up making it more noticeable. Wouldn’t purchase again.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
458,5,2023-03-14,"Obsessed!! It has great coverage for redness and spots, I add a little concealer on top for more prominent areas and my skin has never looked better!! This keeps my skin hydrated over the harsh dry canadian winter, and is so lightweight while also covering my blemishes!! Curious how this will be in the summer when my skin is more oily but so far I love it!! And spf too, yay!",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
459,5,2023-03-14,"I use this instead of foundation, because in my opinion, it works way better than foundation because one moisturizers your face has SPF in it unlike some certain foundations, and I feel like it’s super light on your face. Feels like you just have more like a little bit of moisturizer on your face at first it’s like a green color like it says then it turns into a beige like your skin tone and my personal favorite is the smell of it and reminds me of tea",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
460,4,2023-03-13,be careful if you have a browner skintone. Definitely leaves a white cast. i still like putting under makeup as it does reduce redness,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,1.0
461,2,2023-03-13,"I have a light olive skin tone, bordering on fair, with mild rosacea. The product took quite a bit of massaging to get it “melt“ into my skin. It did help cover the redness, but it also left a chalky pale beige finish that I can only describe as corpse-like. I’m glad I got this as part of a Dr. Jart+ sample set instead of paying full price for it, or I’d definitely be returning it.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
462,1,2023-03-11,i have rosacea and still have redness from scarring and broken vessels. this does nothing to cover my redness and just makes me look green. also feels like i’m wearing a full set of makeup on with this. not very happy with how expensive this product is,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
463,4,2023-03-11,This was good Ig it help with my redness I was just to over price for the size,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
464,1,2023-03-10,Unfortunately not an option if you’re very pale. Made me completely orange and didn’t cover all my redness,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
465,2,2023-03-10,"I really wanted to love this. I love other products in this line, but this is not for me. It smells amazing, like a spa, but it makes my skin look grey, I feel like I look like a corpse. Texture is also weird and tends to settle throughout the day and make me look older. Hopefully it works for others!",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
466,1,2023-03-10,Pills on its own or if paired with sunscreen or moisturizer. Settles into fine lines and turns orange once it is rubbed in. Very unflattering and matte doesn’t add any hydration and emphasizes texture.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
467,4,2023-03-08,I love this product and it’s my daily go-to. Absolutely makes it look like I’m wearing foundation when I’m not. A boon for my sweaty red face. WARNING: do not pack in checked luggage. I took it home for Christmas and the product completely separated --it’s now a green pile of goo in a watery pool and has lost its lovely texture. Will rebuy but learn from my mistakes!,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
468,1,2023-03-08,I tried different methods of application but it always made my skin look cakey and highlighted dry patches of skin badly. Also oxidized to look orange on my skin so I couldn’t use it as a concealer. So sad because I really wanted to like it.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,0.0
469,1,2023-03-08,If you have any skin tone slightly darker than fair this might wash you out. I used this on my winter skin which is fairly pale and it STILL made me look chalky white and washed out. Waste of money,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
470,4,2023-03-08,"I have redness in my cheeks and nose. Once I started using this, it evened out the redness so much that I didn’t need to put concealer on top of it! Just make sure to fully rub it into the skin.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
471,5,2023-03-07,"Babes, when I tell you that I have STRUGGLED with redness my whole life I mean it. I have been looking for something to help calm the redness and irritation of skin / acne and tried the tiger cream which was great but then I put this on not realizing it was literally going to blend in (Idk why I just thought it was another lotion that would calm my skin) the INSTANT color correcting that I had was enough to have my jaw on the floor. I’m always super hesitant to try anything bc my skin is SO sensitive and my acne flares up even worse with the smallest things, but I literally don’t even have to put on foundation after this. Hopefully my skin will clear up more with other products to where this is literally all I need and it’s better for your skin than typical make up. I’m simply in awe. Wow.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
472,5,2023-03-07,"I love how this is a colour correcting treatment and has SPF. My skin is quite dry, so it’s important to moisturizer before applying this. I also shake it before applying and mix it with a bit of Bobbi Brown Vitamin enriched Face base for easy application.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
473,4,2023-03-06,Good as a natural makeup look to reduce some redness but I would not recommend it under skin tints and foundation. I found this to be a bit drying especially underneath my skin tint. I look forward to using this in the summer when my skin isn’t as dry,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
474,1,2023-03-06,"This comes on like a clay mask, doesn’t absorb and it separates (impossible to mix together once it does).",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
475,1,2023-03-04,If you are a shade medium or darker this does not work for you. I put this on and blended it as much as possible when I came  out my husband said I looked like a geisha.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Neutral,1.0
476,4,2023-03-03,"I will caution that this is can cling to dry spots and break apart later in the day.However, if I have a few errands to run and want to look like I have a bit of makeup on this is BEAUTIFUL,glowy and has SPF!",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,1.0
477,4,2023-03-03,"I wanted to love this, but the shade was too orange for me, so I had to return. Very moisturizing and it does cancel out redness! But if you are quite fair, this might not work for you.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
478,3,2023-03-03,It does cancel out redness to a degree but don’t throw out your concealer for the more prominent spots. I removed two stars because it leaves a slight white cast/makes my skin lighter and it does add some texture that I found unpleasant to the eye,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
479,4,2023-03-03,For use all over the face- it is a no for me. It dried pasty but works better if you use a moisturizer under for it to glide smoothly. Travel size is PERFECT to use as an everyday color corrector for under the eyes. It covers my dark eye bags and helps me be more confident without wearing makeup.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
480,5,2023-03-02,I’ve used this products for years and it is amazing. It evens out the skin-tone. I can use this in place of foundation.,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
481,3,2023-03-02,"- The color correcting feature is awesome and the spf factor- I think if you had olive skin or darker it would look really ghostly, if you’re fair skinned I don’t think there would be an issue- The application was hard to figure out, I ended up seeing a tiktok that gave me a suggestion but I found that it very easily clumps/pills on the skin-Feels very tacky after application",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
482,2,2023-03-02,I love this but it separates so easily - better off getting the mini size,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
483,1,2023-03-02,"I was really excited to use it but within a day and a half of using this, I had one of the worst breakouts I’ve had in months. Really wanted to love it, I definitely saw it neutralize on my skin and even the skin tone a bit but obviously the breakout was not worth it.",Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
484,2,2023-03-16,"The smell! I really hate it. A musky rose smell. Usually I love rose scented items but the musk-like fragrance is too much for me, too overpowering to use on the lips which is why I bought it. I will keep it as a cuticle moisturizer. Recommend smelling in person first, you might like it but I did not.",Rosebud Salve,Rosebud Perfume Co.,Positive,
485,1,2023-03-16,"Why did the product ingredient list change from what is on the site? Ordered one recently and it contains “parfum/fragrance, linalool, limonene, CI73360” this should no longer be listed as clean product if",Rosebud Salve,Rosebud Perfume Co.,Positive,
486,5,2023-03-10,"I live in one of the driest regions of the United States, and during winter there is a constant struggle to keep everything moisturized. This is my go-to for keeping my lips and hands from drying up; it’s the only thing that keeps my skin from cracking. As an added bonus, I have a puppy who loves eating chapstick, and this is the only container he can’t get through. I know someone people struggle with the packaging, but I pop one side up as high as I can, and when I repeat on the opposite side of the lid it opens.",Rosebud Salve,Rosebud Perfume Co.,Positive,
487,4,2023-03-08,"Long lasting, and translucent. Keeps my lips soft. Just keep this baby out of direct heat/lighting because it will melt and become hard to open. I’ve been buying this for years so I’ve had some wild occurrences lol",Rosebud Salve,Rosebud Perfume Co.,Positive,
488,5,2023-03-02,"Before purchasing, I saw many reviews saying the packaging was impossible to open but I think they have since then remodel their packaging to be much easier because I had no issues opening it. ￼ The product is really nice and makes my lips feel very soft and like they have never been before.",Rosebud Salve,Rosebud Perfume Co.,Positive,
489,5,2023-03-20,This works wonders for my red unevenness throughout my skin. I’ll use it before I put anything else on my face if I use anything at all. In love!,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
490,2,2023-03-16,"I’ve been using this product for a little while. I’ve tried it with my full skincare routine, and without it and just moisturizer. It feel very sticky on my skin, and doesn’t blend well, and it feels heavy as well. Maybe I’m just using it wrong though!",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,3.0
491,4,2023-03-16,So this is literally just a BB cream. It does cancel out redness more than other BB creams. When it’s fully absorbed it leaves a plump skin like texture and it’s pretty nice. I also like that it has SPF. I find myself using it a couple times a week.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
492,5,2023-03-15,"This product is amazing if you have redness because the green cancels it out. It also helps even skin tone. I use it for those no makeup days and people say it looks like I have foundation on. I like to keep mine in skincare fridge because I think it’ll last longer. I heard that because it’s so natural it tends to mold easily like the kosas concealer, so just be causations of that.",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
493,5,2023-03-15,"if i could only use ONE skincare product for the rest of my life it would be this one. i have really red skin and was skeptical if this would work on my darker complexion skin tone and it did! a little goes a long way so don’t use so much, otherwise you’ll have a green face",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
494,2,2023-03-14,"Overall I was disappointed. It did cover some of the redness of an eczema-like rash, however it dried it out even more. It ended up making it more noticeable. Wouldn’t purchase again.",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
495,5,2023-03-14,"I use this instead of foundation, because in my opinion, it works way better than foundation because one moisturizers your face has SPF in it unlike some certain foundations, and I feel like it’s super light on your face. Feels like you just have more like a little bit of moisturizer on your face at first it’s like a green color like it says then it turns into a beige like your skin tone and my personal favorite is the smell of it and reminds me of tea",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
496,4,2023-03-13,be careful if you have a browner skintone. Definitely leaves a white cast. i still like putting under makeup as it does reduce redness,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,1.0
497,2,2023-03-13,"I have a light olive skin tone, bordering on fair, with mild rosacea. The product took quite a bit of massaging to get it “melt“ into my skin. It did help cover the redness, but it also left a chalky pale beige finish that I can only describe as corpse-like. I’m glad I got this as part of a Dr. Jart+ sample set instead of paying full price for it, or I’d definitely be returning it.",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
498,1,2023-03-11,i have rosacea and still have redness from scarring and broken vessels. this does nothing to cover my redness and just makes me look green. also feels like i’m wearing a full set of makeup on with this. not very happy with how expensive this product is,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
499,2,2023-03-10,"I really wanted to love this. I love other products in this line, but this is not for me. It smells amazing, like a spa, but it makes my skin look grey, I feel like I look like a corpse. Texture is also weird and tends to settle throughout the day and make me look older. Hopefully it works for others!",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
500,1,2023-03-10,Pills on its own or if paired with sunscreen or moisturizer. Settles into fine lines and turns orange once it is rubbed in. Very unflattering and matte doesn’t add any hydration and emphasizes texture.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
501,4,2023-03-08,I love this product and it’s my daily go-to. Absolutely makes it look like I’m wearing foundation when I’m not. A boon for my sweaty red face. WARNING: do not pack in checked luggage. I took it home for Christmas and the product completely separated --it’s now a green pile of goo in a watery pool and has lost its lovely texture. Will rebuy but learn from my mistakes!,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
502,1,2023-03-08,I tried different methods of application but it always made my skin look cakey and highlighted dry patches of skin badly. Also oxidized to look orange on my skin so I couldn’t use it as a concealer. So sad because I really wanted to like it.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,0.0
503,1,2023-03-08,If you have any skin tone slightly darker than fair this might wash you out. I used this on my winter skin which is fairly pale and it STILL made me look chalky white and washed out. Waste of money,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
504,4,2023-03-08,"I have redness in my cheeks and nose. Once I started using this, it evened out the redness so much that I didn’t need to put concealer on top of it! Just make sure to fully rub it into the skin.",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
505,5,2023-03-07,"Babes, when I tell you that I have STRUGGLED with redness my whole life I mean it. I have been looking for something to help calm the redness and irritation of skin / acne and tried the tiger cream which was great but then I put this on not realizing it was literally going to blend in (Idk why I just thought it was another lotion that would calm my skin) the INSTANT color correcting that I had was enough to have my jaw on the floor. I’m always super hesitant to try anything bc my skin is SO sensitive and my acne flares up even worse with the smallest things, but I literally don’t even have to put on foundation after this. Hopefully my skin will clear up more with other products to where this is literally all I need and it’s better for your skin than typical make up. I’m simply in awe. Wow.",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
506,1,2023-03-06,"This comes on like a clay mask, doesn’t absorb and it separates (impossible to mix together once it does).",Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Negative,2.0
507,1,2023-03-04,If you are a shade medium or darker this does not work for you. I put this on and blended it as much as possible when I came  out my husband said I looked like a geisha.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Neutral,1.0
508,4,2023-03-03,For use all over the face- it is a no for me. It dried pasty but works better if you use a moisturizer under for it to glide smoothly. Travel size is PERFECT to use as an everyday color corrector for under the eyes. It covers my dark eye bags and helps me be more confident without wearing makeup.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
509,5,2023-03-02,I’ve used this products for years and it is amazing. It evens out the skin-tone. I can use this in place of foundation.,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
510,2,2023-03-02,I love this but it separates so easily - better off getting the mini size,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,Positive,
511,4,2023-03-19,I’ve started using this product this week and I love it. It takes off all of my makeup and doesn’t try my face too much,Pure Skin Face Cleanser,First Aid Beauty,Positive,
512,5,2023-03-15,Love this face cleanser. It keeps my sensitive skin feeling soft and smooth without striping it or making it feel tight or stiff and removes makes up and more. My new go to cleanser to wash off the day and to put my best fave forward,Pure Skin Face Cleanser,First Aid Beauty,Positive,
513,1,2023-03-12,the first thing I noticed was a strong soap smell. when I tried to clean my eye makeup off it burned my eyes and my eyelids were left red and blotchy. it dried my skin out pretty bad. for a cleanser for sensitive skin it seemed very scented and harsh.,Pure Skin Face Cleanser,First Aid Beauty,Positive,
514,5,2023-03-02,"I struggle with dry, sensitive, rosacea-prone skin and I’ve been happily using this for years. Tries switching to CeraVe to same some money and regretted it when my face flared up terribly. Very gentle, good cleansing without stripping.",Pure Skin Face Cleanser,First Aid Beauty,Positive,
515,5,2023-03-01,"I have combo/mostly dry skin and it’s sensitive as well, and I feel like this cleanser helped balance my skin. And it definitely helped my acne. The only drawback is the pump on the value size is a bit finicky.",Pure Skin Face Cleanser,First Aid Beauty,Positive,
516,5,2023-03-21,"AMAZING exfoliant. My skin feels super smooth after I use it, but it’s not too harsh. It’s absolutely going to be a staple for me from now on.",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
517,4,2023-03-21,"The powder took some getting used to, but I ended up really enjoying this!Love the gentle physical exfoliation. Feels effective without being too harsh. The powder granules scrub.a bit, but also dissolve into a foamy cleanser that left my skin soft and fresh. Not drying at all. Sad this is so pricey, I’ll be on the lookout for similar products.",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
518,5,2023-03-17,"I actually really enjoy this product, it is really small and feel like it really exfoliates and cleans the top lather of my skin but it also doesn’t feel to ruff it’s harsh, one of my favorite physical exfoliants",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
519,5,2023-03-17,I have had this sample for so long but I finally decided to try it and I wish I wouldn’t have waited so long to try it. This stuff is seriously incredible! It is now a must have in my skincare routine. Left my skin dewy fresh.,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
520,5,2023-03-17,"I love it so much!This powder made my skin better.It smells not good, but it’s working!Must have in my daily beauty routine",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
521,5,2023-03-16,"I was gifted by Dermalogica Sampling and love using this in the morning when my skin needs a little exfoliation, but I want something gentle. It makes my skin feel smooth and soft without being drying and the packets are really easy to travel with!",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
522,3,2023-03-13,"it does exfoliate, but be careful the powder get into eyes easily. Made my eyes uncomfortable the whole day and its hard to make it out",Mini Daily Microfoliant Exfoliator,Dermalogica,Negative,0.0
523,5,2023-03-13,"Ok so new to trying this out and I have been using it for a week already to see if I would see any kind of difference in my pores, skin texture and OMG! I have seen such a huge change! Mskin",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
524,5,2023-03-12,this product is the best product i ever brought the first time i used it my skin felt soft and looked more brighter it really helped me minimize my pores and acne scars in less then a week i only been using it for about a week an a half and i already see rekurs  the way i use it i apply a bit on my hand add water rub till foamy and massage on face and rinse,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
525,5,2023-03-10,Another absolutely amazing dermalogica product!! There hasn’t been 1 product by dermalogica I haven’t absolutely loved! I recommend this along with many other dermalogica products to all my friends and family!,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
526,2,2023-03-10,I can’t get over the smell of this product. This product smells like poop.,Mini Daily Microfoliant Exfoliator,Dermalogica,Neutral,2.0
527,5,2023-03-09,"this gets rid of the dead skin on my face and makes my skin look perfect,smooth and remove redness. it’s improved my acne and it’s expensive but worth the money",Mini Daily Microfoliant Exfoliator,Dermalogica,Negative,0.0
528,5,2023-03-09,This product never fails to exfoliate and truly clean my face to help the rest of my routine soak in . I am an African American female with combination/oily skin and this product does the job. This coupled with their cleansing oil & cleansing gel will have your skin feeling brand new.,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
529,1,2023-03-08,"I’ve been using this product for about two weeks maybe a bit more and it’s been breaking me out nonstop, made my pores more visible the only thing it does is make my skin soft for five minutes!!!!",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
530,5,2023-03-08,I use this after washing my face for 2 months and i already see results!! It brightens my hyperpigmentation around my mouth and gets rid of blackheads and clogged pores. rub for 60sec see progress!!,Mini Daily Microfoliant Exfoliator,Dermalogica,Neutral,0.0
531,5,2023-03-08,One of my fave routine products! My fave feels refreshed after use!,Mini Daily Microfoliant Exfoliator,Dermalogica,Neutral,3.0
532,5,2023-03-06,This is the first step in my skin cycling routine and my skin loves it! i always feel so fresh after using it!,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
533,1,2023-03-05,I am giving one star due to it not being very exfoliating and also because it smells like cat pee. Would not recommend personally!,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
534,5,2023-03-04,"i love this product, i have had no negative reaction to it, only positive!!!!",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
535,5,2023-03-04,A must have. My skin has never felt so good.  I get so many compliments on my skin. I don’t wear foundations so it’s a must to have great skin  and this is a staple in my skin care routine.,Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
536,4,2023-03-02,"I’ve only used it once, so I’m not sure yet. My face felt a bit dry and tight afterwards.  Want to see how it does during the hot months this summer.  Love the formula. Should last a long time since I don’t need much.",Mini Daily Microfoliant Exfoliator,Dermalogica,Positive,
537,4,2023-03-01,One of my favourite in my regular basis. It clears all my white spots .good to add in your basket,Mini Daily Microfoliant Exfoliator,Dermalogica,Neutral,2.0
538,5,2023-03-21,"AMAZING exfoliant. My skin feels super smooth after I use it, but it’s not too harsh. It’s absolutely going to be a staple for me from now on.",Daily Microfoliant Exfoliator,Dermalogica,Positive,
539,4,2023-03-21,"The powder took some getting used to, but I ended up really enjoying this!Love the gentle physical exfoliation. Feels effective without being too harsh. The powder granules scrub.a bit, but also dissolve into a foamy cleanser that left my skin soft and fresh. Not drying at all. Sad this is so pricey, I’ll be on the lookout for similar products.",Daily Microfoliant Exfoliator,Dermalogica,Positive,
540,5,2023-03-17,"I actually really enjoy this product, it is really small and feel like it really exfoliates and cleans the top lather of my skin but it also doesn’t feel to ruff it’s harsh, one of my favorite physical exfoliants",Daily Microfoliant Exfoliator,Dermalogica,Positive,
541,5,2023-03-17,I have had this sample for so long but I finally decided to try it and I wish I wouldn’t have waited so long to try it. This stuff is seriously incredible! It is now a must have in my skincare routine. Left my skin dewy fresh.,Daily Microfoliant Exfoliator,Dermalogica,Positive,
542,5,2023-03-17,"I love it so much!This powder made my skin better.It smells not good, but it’s working!Must have in my daily beauty routine",Daily Microfoliant Exfoliator,Dermalogica,Positive,
543,5,2023-03-16,"I was gifted by Dermalogica Sampling and love using this in the morning when my skin needs a little exfoliation, but I want something gentle. It makes my skin feel smooth and soft without being drying and the packets are really easy to travel with!",Daily Microfoliant Exfoliator,Dermalogica,Positive,
544,3,2023-03-13,"it does exfoliate, but be careful the powder get into eyes easily. Made my eyes uncomfortable the whole day and its hard to make it out",Daily Microfoliant Exfoliator,Dermalogica,Negative,0.0
545,5,2023-03-13,"Ok so new to trying this out and I have been using it for a week already to see if I would see any kind of difference in my pores, skin texture and OMG! I have seen such a huge change! Mskin",Daily Microfoliant Exfoliator,Dermalogica,Positive,
546,5,2023-03-12,this product is the best product i ever brought the first time i used it my skin felt soft and looked more brighter it really helped me minimize my pores and acne scars in less then a week i only been using it for about a week an a half and i already see rekurs  the way i use it i apply a bit on my hand add water rub till foamy and massage on face and rinse,Daily Microfoliant Exfoliator,Dermalogica,Positive,
547,5,2023-03-10,Another absolutely amazing dermalogica product!! There hasn’t been 1 product by dermalogica I haven’t absolutely loved! I recommend this along with many other dermalogica products to all my friends and family!,Daily Microfoliant Exfoliator,Dermalogica,Positive,
548,2,2023-03-10,I can’t get over the smell of this product. This product smells like poop.,Daily Microfoliant Exfoliator,Dermalogica,Neutral,2.0
549,5,2023-03-09,"this gets rid of the dead skin on my face and makes my skin look perfect,smooth and remove redness. it’s improved my acne and it’s expensive but worth the money",Daily Microfoliant Exfoliator,Dermalogica,Negative,0.0
550,5,2023-03-09,This product never fails to exfoliate and truly clean my face to help the rest of my routine soak in . I am an African American female with combination/oily skin and this product does the job. This coupled with their cleansing oil & cleansing gel will have your skin feeling brand new.,Daily Microfoliant Exfoliator,Dermalogica,Positive,
551,1,2023-03-08,"I’ve been using this product for about two weeks maybe a bit more and it’s been breaking me out nonstop, made my pores more visible the only thing it does is make my skin soft for five minutes!!!!",Daily Microfoliant Exfoliator,Dermalogica,Positive,
552,5,2023-03-08,I use this after washing my face for 2 months and i already see results!! It brightens my hyperpigmentation around my mouth and gets rid of blackheads and clogged pores. rub for 60sec see progress!!,Daily Microfoliant Exfoliator,Dermalogica,Neutral,0.0
553,5,2023-03-08,One of my fave routine products! My fave feels refreshed after use!,Daily Microfoliant Exfoliator,Dermalogica,Neutral,3.0
554,5,2023-03-06,This is the first step in my skin cycling routine and my skin loves it! i always feel so fresh after using it!,Daily Microfoliant Exfoliator,Dermalogica,Positive,
555,1,2023-03-05,I am giving one star due to it not being very exfoliating and also because it smells like cat pee. Would not recommend personally!,Daily Microfoliant Exfoliator,Dermalogica,Positive,
556,5,2023-03-04,"i love this product, i have had no negative reaction to it, only positive!!!!",Daily Microfoliant Exfoliator,Dermalogica,Positive,
557,5,2023-03-04,A must have. My skin has never felt so good.  I get so many compliments on my skin. I don’t wear foundations so it’s a must to have great skin  and this is a staple in my skin care routine.,Daily Microfoliant Exfoliator,Dermalogica,Positive,
558,4,2023-03-02,"I’ve only used it once, so I’m not sure yet. My face felt a bit dry and tight afterwards.  Want to see how it does during the hot months this summer.  Love the formula. Should last a long time since I don’t need much.",Daily Microfoliant Exfoliator,Dermalogica,Positive,
559,4,2023-03-01,One of my favourite in my regular basis. It clears all my white spots .good to add in your basket,Daily Microfoliant Exfoliator,Dermalogica,Neutral,2.0
560,3,2023-03-21,I like using these pimple patches but the salicylic acid part is interesting. I usually like the hydrocolloid ones better,Salicylic Acid Acne Healing Dots,Peace Out,Positive,
561,5,2023-03-20,"Amazing pimple patches! I think these might be the best pimple patches I’ve ever tried! They really helped clear up any spots. What really stood out to me about these, was how well the stuck on to the skin! They weren’t too sticky, but stayed stuck on the skin very well, unlike other patches, especially after applying all of my skincare!",Salicylic Acid Acne Healing Dots,Peace Out,Positive,
562,4,2023-03-20,"Thanks to Influenster for this complimentary product. These are great for a day you’re not going out to wear your face base as I call it. Clean face, dot, no makeup. Otherwise, you’ll see the edge and it defeats the purpose.",Salicylic Acid Acne Healing Dots,Peace Out,Positive,
563,5,2023-03-18,This is great! Specially with stubborn pimples. I would trying out other products of this brand.,Salicylic Acid Acne Healing Dots,Peace Out,Positive,
564,5,2023-03-18,they get rid off small pimples in a few hours+ deep under the skin ones in only a few days. they stick on well,Salicylic Acid Acne Healing Dots,Peace Out,Negative,0.0
565,1,2023-03-17,"These did nothing at all for me. Used overnight and nothing appeared on the patch, and my pimple looked exactly the same.",Salicylic Acid Acne Healing Dots,Peace Out,Positive,
