,rating,submission_time,review_text,product_name,brand_name,rule_ratings_sentiment,tokens,rule_words_sentiment,rule_patterns_sentiment,processed_reviews,encoded_sentiment,rf_sentiment,rf_rating
244462,3,2023-03-07,"For the price and the amount you get, this product is fairly good! It removes most makeup as a first cleanse, doesn’t strip my sensitive and dry skin, and it doesn’t have a scent. I did notice that it didn’t completely take my mascara off, though. However, as long as you double cleanse, this will work just fine. I used micellar water after to see if there was any makeup leftover.",Oat Cleansing Balm,The INKEY List,Neutral,"['price', 'amount', 'get', 'product', 'fairly', 'good', 'remove', 'makeup', 'first', 'cleanse', '’', 'strip', 'sensitive', 'dry', 'skin', '’', 'scent', 'notice', '’', 'completely', 'take', 'mascara', 'though', 'however', 'long', 'double', 'cleanse', 'work', 'fine', 'use', 'micellar', 'water', 'see', 'makeup', 'leftover']",Positive,Positive,price amount get product fairly good remove makeup first cleanse ’ strip sensitive dry skin ’ scent notice ’ completely take mascara though however long double cleanse work fine use micellar water see makeup leftover,2,,
244463,2,2023-03-07,"Did not like it, it was rough on my face, I have to scrub a little hard to try taking off my makeup. It might be nicer for someone who just wears sunscreen & no makeup on a day to day basis.I will say that it didn’t have any odor so that’s always nice & price point is reasonable.",Oat Cleansing Balm,The INKEY List,Negative,"['like', 'rough', 'face', 'scrub', 'little', 'hard', 'try', 'take', 'makeup', 'might', 'nicer', 'someone', 'wear', 'sunscreen', 'makeup', 'day', 'day', 'basis.i', 'say', '’', 'odor', '’', 'always', 'nice', 'price', 'point', 'reasonable']",Neutral,Positive,like rough face scrub little hard try take makeup might nicer someone wear sunscreen makeup day day basis.i say ’ odor ’ always nice price point reasonable,2,,
244464,5,2023-03-07,I received this product in order to try and write an honest review.i love it its amazing i triednit last night it left my skin smooth and soft.not.greasy. I highly recommend giving it a try you will find ot works amazingly,Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'product', 'order', 'try', 'write', 'honest', 'review.i', 'love', 'amaze', 'triednit', 'last', 'night', 'left', 'skin', 'smooth', 'soft.not.greasy', 'highly', 'recommend', 'give', 'try', 'find', 'ot', 'work', 'amazingly']",Positive,Positive,receive product order try write honest review.i love amaze triednit last night left skin smooth soft.not.greasy highly recommend give try find ot work amazingly,2,,
244465,3,2023-03-07,This cleansing balm works amazing to get your face clean. The only downside is it says to leave on your face for 10 minutes. As a busy mom I don’t have time to leave it on that long. So therefor I only did 5 minutes and it still did it job. My face felt clean and refreshed afterwards.,Oat Cleansing Balm,The INKEY List,Neutral,"['cleanse', 'balm', 'work', 'amaze', 'get', 'face', 'clean', 'downside', 'say', 'leave', 'face', '10', 'minute', 'busy', 'mom', '’', 'time', 'leave', 'long', 'therefor', '5', 'minute', 'still', 'job', 'face', 'felt', 'clean', 'refresh', 'afterwards']",Neutral,Positive,cleanse balm work amaze get face clean downside say leave face 10 minute busy mom ’ time leave long therefor 5 minute still job face felt clean refresh afterwards,2,,
244466,4,2023-03-07,"My first time using this product my face felt greasy from the product, but after washing it off, it felt great! Removes everything off your face!(make up, dead skin) good product!",Oat Cleansing Balm,The INKEY List,Positive,"['first', 'time', 'use', 'product', 'face', 'felt', 'greasy', 'product', 'wash', 'felt', 'great', 'remove', 'everything', 'face', 'make', 'dead', 'skin', 'good', 'product']",Positive,Positive,first time use product face felt greasy product wash felt great remove everything face make dead skin good product,2,,
244467,5,2023-03-07,This oat cleaning balm works magic. Not only does it clean off the makeup so easily and make my skin look glowy. I also love how my skin feel and look more hydrated more than ever since I used this product,Oat Cleansing Balm,The INKEY List,Positive,"['oat', 'cleaning', 'balm', 'work', 'magic', 'clean', 'makeup', 'easily', 'make', 'skin', 'look', 'glowy', 'also', 'love', 'skin', 'feel', 'look', 'hydrate', 'ever', 'since', 'use', 'product']",Positive,Positive,oat cleaning balm work magic clean makeup easily make skin look glowy also love skin feel look hydrate ever since use product,2,,
244468,5,2023-03-07,I like how rich and creamy the texture of this cream is and very effective on my dry and sensitive skin. It left my skin soft and hydrated.,Oat Cleansing Balm,The INKEY List,Positive,"['like', 'rich', 'creamy', 'texture', 'cream', 'effective', 'dry', 'sensitive', 'skin', 'left', 'skin', 'soft', 'hydrate']",Neutral,Positive,like rich creamy texture cream effective dry sensitive skin left skin soft hydrate,2,,
244469,5,2023-03-07,"This stuff is amazing!!!!! Great quality, great price, lasts for a long time! This took off my makeup like a breeze! Even my waterproof stubborn makeup! And didn’t strip my skin! My skin felt hydrated after! Love that it removes makeup so easily that i don’t have to tug on my face or eyes! A new holy grail!! And can’t beat the price! Also it’s a balm, but it melts quickly! Not hard to apply at all! Like butter!",Oat Cleansing Balm,The INKEY List,Positive,"['stuff', 'amaze', 'great', 'quality', 'great', 'price', 'last', 'long', 'time', 'take', 'makeup', 'like', 'breeze', 'even', 'waterproof', 'stubborn', 'makeup', '’', 'strip', 'skin', 'skin', 'felt', 'hydrate', 'love', 'remove', 'makeup', 'easily', '’', 'tug', 'face', 'eye', 'new', 'holy', 'grail', '’', 'beat', 'price', 'also', '’', 'balm', 'melt', 'quickly', 'hard', 'apply', 'like', 'butter']",Positive,Positive,stuff amaze great quality great price last long time take makeup like breeze even waterproof stubborn makeup ’ strip skin skin felt hydrate love remove makeup easily ’ tug face eye new holy grail ’ beat price also ’ balm melt quickly hard apply like butter,2,,
244470,4,2023-03-07,"After using this product for a couple of weeks, I do have to say I enjoy it. I have commendation of oily snd dry skin. So it leaves my skin very smooth. It does a nice job getting makeup off.  The texture is like butter, I know some people may not enjoy but I don’t mind it.",Oat Cleansing Balm,The INKEY List,Positive,"['use', 'product', 'couple', 'week', 'say', 'enjoy', 'commendation', 'oily', 'snd', 'dry', 'skin', 'leaf', 'skin', 'smooth', 'nice', 'job', 'get', 'makeup', 'texture', 'like', 'butter', 'know', 'people', 'may', 'enjoy', '’', 'mind']",Neutral,Positive,use product couple week say enjoy commendation oily snd dry skin leaf skin smooth nice job get makeup texture like butter know people may enjoy ’ mind,2,,
244471,1,2023-03-07,"It doesn’t emulsify like a regular cleansing balm, leaving behind an oily film when rinsed off. I tried a couple different ways of using it, including what the directions say but I get the same result. Also, the product separates so bad, when I go to squeeze it out all I get is oil and then finally some of the thicker part starts to come out. But then you just have a bunch of oil in your hands which is not what I want from a cleansing balm. This happens even when I try to shake it up. It doesn’t even remove my makeup all that well. Overall, there’s much better cleansing balms out there that don’t leave you feeling greasy",Oat Cleansing Balm,The INKEY List,Negative,"['’', 'emulsify', 'like', 'regular', 'cleanse', 'balm', 'leave', 'behind', 'oily', 'film', 'rinse', 'try', 'couple', 'different', 'way', 'use', 'include', 'direction', 'say', 'get', 'result', 'also', 'product', 'separate', 'bad', 'go', 'squeeze', 'get', 'oil', 'finally', 'thicker', 'part', 'start', 'come', 'bunch', 'oil', 'hand', 'want', 'cleanse', 'balm', 'happens', 'even', 'try', 'shake', '’', 'even', 'remove', 'makeup', 'well', 'overall', '’', 'much', 'well', 'cleanse', 'balm', '’', 'leave', 'feel', 'greasy']",Negative,Negative,’ emulsify like regular cleanse balm leave behind oily film rinse try couple different way use include direction say get result also product separate bad go squeeze get oil finally thicker part start come bunch oil hand want cleanse balm happens even try shake ’ even remove makeup well overall ’ much well cleanse balm ’ leave feel greasy,0,,
244472,5,2023-03-07,Love Love Love! I’m obsessed with a hood double cleanse routine but I hate how most cleansing balms make me dig my fingers into the container and contaminate the entire tub :( I love that this squeezes out and I can keep it clean while keeping my skin clean! I have acne and combo to oily skin and I use to be so afraid of putting anything like this on my skin and honestly it’s made such a positive impact on my skin! It gently removes stubborn makeup and doesn’t clog my pores! It doesn’t leave any kind of oily residue or make my skin feel heavy I feel really refreshed and my skin feels so soft and smooth after using this plus it’s so affordable!,Oat Cleansing Balm,The INKEY List,Positive,"['love', 'love', 'love', '’', 'obsess', 'hood', 'double', 'cleanse', 'routine', 'hate', 'cleanse', 'balm', 'make', 'dig', 'finger', 'container', 'contaminate', 'entire', 'tub', 'love', 'squeeze', 'keep', 'clean', 'keep', 'skin', 'clean', 'acne', 'combo', 'oily', 'skin', 'use', 'afraid', 'put', 'anything', 'like', 'skin', 'honestly', '’', 'make', 'positive', 'impact', 'skin', 'gently', 'remove', 'stubborn', 'makeup', '’', 'clog', 'pore', '’', 'leave', 'kind', 'oily', 'residue', 'make', 'skin', 'feel', 'heavy', 'feel', 'really', 'refresh', 'skin', 'feel', 'soft', 'smooth', 'use', 'plus', '’', 'affordable']",Positive,Positive,love love love ’ obsess hood double cleanse routine hate cleanse balm make dig finger container contaminate entire tub love squeeze keep clean keep skin clean acne combo oily skin use afraid put anything like skin honestly ’ make positive impact skin gently remove stubborn makeup ’ clog pore ’ leave kind oily residue make skin feel heavy feel really refresh skin feel soft smooth use plus ’ affordable,2,,
244473,5,2023-03-06,I love this product! Leaves my skin so soft! I love that it can be used as a mask too!,Oat Cleansing Balm,The INKEY List,Positive,"['love', 'product', 'leaf', 'skin', 'soft', 'love', 'use', 'mask']",Positive,Positive,love product leaf skin soft love use mask,2,,
244474,5,2023-03-06,I have very dry skin and after using this for the last week my skin is starting to feel more hydrated after washing my face. I love how thick this cleansing balm is and that’s it’s not heavily scented. It leaves my face feeling clean.,Oat Cleansing Balm,The INKEY List,Positive,"['dry', 'skin', 'use', 'last', 'week', 'skin', 'start', 'feel', 'hydrate', 'wash', 'face', 'love', 'thick', 'cleanse', 'balm', '’', '’', 'heavily', 'scent', 'leaf', 'face', 'feel', 'clean']",Positive,Positive,dry skin use last week skin start feel hydrate wash face love thick cleanse balm ’ ’ heavily scent leaf face feel clean,2,,
244475,5,2023-03-06,I didn’t think I would like this due to the texture but it really is good for taking off a full face of makeup and leaving your skin feeling smooth! I would definitely repurchase:),Oat Cleansing Balm,The INKEY List,Positive,"['’', 'think', 'would', 'like', 'due', 'texture', 'really', 'good', 'take', 'full', 'face', 'makeup', 'leave', 'skin', 'feel', 'smooth', 'would', 'definitely', 'repurchase']",Positive,Positive,’ think would like due texture really good take full face makeup leave skin feel smooth would definitely repurchase,2,,
244476,5,2023-03-06,"I really like this product in the cooler, dryer months. I do think I will alternate this cleanser on different days, depending on whether I have makeup to remove, etc. I will say that it’s incredibly moisturizing for a cleanser. I touched my skin after cleansing, before applying moisturizer, and did a double take. It felt like I had already applied a moisturizer to my skin!The balm itself is incredibly rich, with a texture unlike any other cleanser I have tried.",Oat Cleansing Balm,The INKEY List,Positive,"['really', 'like', 'product', 'cooler', 'dryer', 'month', 'think', 'alternate', 'cleanser', 'different', 'day', 'depend', 'whether', 'makeup', 'remove', 'etc', 'say', '’', 'incredibly', 'moisturize', 'cleanser', 'touch', 'skin', 'cleanse', 'apply', 'moisturizer', 'double', 'take', 'felt', 'like', 'already', 'apply', 'moisturizer', 'skin', 'balm', 'incredibly', 'rich', 'texture', 'unlike', 'cleanser', 'try']",Neutral,Positive,really like product cooler dryer month think alternate cleanser different day depend whether makeup remove etc say ’ incredibly moisturize cleanser touch skin cleanse apply moisturizer double take felt like already apply moisturizer skin balm incredibly rich texture unlike cleanser try,2,,
244477,3,2023-03-06,Very thick and greasy cleanser. It didn’t take my mascara off. I was left with racoon eyes. I can say my skin is much softer and smoother after a week of use. I probably wouldn’t but this cleanser again.,Oat Cleansing Balm,The INKEY List,Neutral,"['thick', 'greasy', 'cleanser', '’', 'take', 'mascara', 'left', 'racoon', 'eye', 'say', 'skin', 'much', 'softer', 'smoother', 'week', 'use', 'probably', '’', 'cleanser']",Neutral,Negative,thick greasy cleanser ’ take mascara left racoon eye say skin much softer smoother week use probably ’ cleanser,0,,
244478,2,2023-03-06,"I read the instructions on the back of the product and did precisely as it stated. I felt like I had butter on my face, and had to wash it off with a second facial cleanser. I wanted to give it another try and looked at reviews, and tried using it without water, and rinsing it off with water, same issue. I think this is a good product to take off costume make up, as it did a great job taking off all my makeup and it is gentle on your skin, however I hate the feeling of my face feeling greasy. I prefer deep cleaning facial cleaners.I can see this leaving your face soft if you don’t rinse it off with a second cleaner, however I don’t believe this is the right cleaner for me.Warning: I would not encourage anyone to use this product around their eyes if they have eyelash extensions.",Oat Cleansing Balm,The INKEY List,Negative,"['read', 'instruction', 'back', 'product', 'precisely', 'state', 'felt', 'like', 'butter', 'face', 'wash', 'second', 'facial', 'cleanser', 'want', 'give', 'another', 'try', 'look', 'review', 'try', 'use', 'without', 'water', 'rinse', 'water', 'issue', 'think', 'good', 'product', 'take', 'costume', 'make', 'great', 'job', 'take', 'makeup', 'gentle', 'skin', 'however', 'hate', 'feel', 'face', 'feel', 'greasy', 'prefer', 'deep', 'cleaning', 'facial', 'cleaners.i', 'see', 'leave', 'face', 'soft', '’', 'rinse', 'second', 'cleaner', 'however', '’', 'believe', 'right', 'cleaner', 'me.warning', 'would', 'encourage', 'anyone', 'use', 'product', 'around', 'eye', 'eyelash', 'extension']",Positive,Positive,read instruction back product precisely state felt like butter face wash second facial cleanser want give another try look review try use without water rinse water issue think good product take costume make great job take makeup gentle skin however hate feel face feel greasy prefer deep cleaning facial cleaners.i see leave face soft ’ rinse second cleaner however ’ believe right cleaner me.warning would encourage anyone use product around eye eyelash extension,2,,
244479,5,2023-03-06,I bought this after seeing a recommendation for rosacea & I’m obsessed.,Oat Cleansing Balm,The INKEY List,Positive,"['bought', 'see', 'recommendation', 'rosacea', '’', 'obsess']",Neutral,Negative,bought see recommendation rosacea ’ obsess,0,,
244480,1,2023-03-06,"I was influenced by tiktok into buying this and I read the reviews before purchasing and I regret giving this a try. I wanted to like this product but after one use I’ve gotten blemishes on my forehead, nose and chin. I’ve been very lucky to always have clear skin and now I have so many blemishes on my face from this product. The consistency is so thick its like rubbing petroleum jelly on my face",Oat Cleansing Balm,The INKEY List,Negative,"['influence', 'tiktok', 'buying', 'read', 'review', 'purchasing', 'regret', 'give', 'try', 'want', 'like', 'product', 'one', 'use', '’', 'gotten', 'blemish', 'forehead', 'nose', 'chin', '’', 'lucky', 'always', 'clear', 'skin', 'many', 'blemish', 'face', 'product', 'consistency', 'thick', 'like', 'rub', 'petroleum', 'jelly', 'face']",Neutral,Positive,influence tiktok buying read review purchasing regret give try want like product one use ’ gotten blemish forehead nose chin ’ lucky always clear skin many blemish face product consistency thick like rub petroleum jelly face,2,,
244481,4,2023-03-06,"I received this product free from Influenster and I was so excited because I’ve been looking for an opportunity to try a product like this but I wasn’t sure what to buy! I loved this product though. I used it as a makeup remover in order to double cleanse, and it came off extremely well. I normally have to scrub a bit to get makeup out of the corners of my nose but this just melted it all away. I needed to do a bit more work as far as getting eye makeup off but I got there eventually. Will definitely be using as my first cleanser from now on!",Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'product', 'free', 'influenster', 'excite', '’', 'look', 'opportunity', 'try', 'product', 'like', '’', 'sure', 'buy', 'love', 'product', 'though', 'use', 'makeup', 'remover', 'order', 'double', 'cleanse', 'come', 'extremely', 'well', 'normally', 'scrub', 'bit', 'get', 'makeup', 'corner', 'nose', 'melt', 'away', 'need', 'bit', 'work', 'far', 'get', 'eye', 'makeup', 'get', 'eventually', 'definitely', 'use', 'first', 'cleanser']",Positive,Positive,receive product free influenster excite ’ look opportunity try product like ’ sure buy love product though use makeup remover order double cleanse come extremely well normally scrub bit get makeup corner nose melt away need bit work far get eye makeup get eventually definitely use first cleanser,2,,
244482,5,2023-03-06,"The oat cleansing balm is fantastic. After a week of using this product, my skin is soft, hydrated, and smooth. This product is also suitable for sensitive skin and can be used as a face mask.",Oat Cleansing Balm,The INKEY List,Positive,"['oat', 'cleanse', 'balm', 'fantastic', 'week', 'use', 'product', 'skin', 'soft', 'hydrate', 'smooth', 'product', 'also', 'suitable', 'sensitive', 'skin', 'use', 'face', 'mask']",Neutral,Positive,oat cleanse balm fantastic week use product skin soft hydrate smooth product also suitable sensitive skin use face mask,2,,
244483,5,2023-03-06,"I love this face wash. It has a very pleasant consistency that is easy to apply, rub in, and rinse off. It removes makeup well and my face feels nice and clean. I have combination skin and my skin feels balanced. It is fragrance free.",Oat Cleansing Balm,The INKEY List,Positive,"['love', 'face', 'wash.', 'pleasant', 'consistency', 'easy', 'apply', 'rub', 'rinse', 'remove', 'makeup', 'well', 'face', 'feel', 'nice', 'clean', 'combination', 'skin', 'skin', 'feel', 'balance', 'fragrance', 'free']",Positive,Positive,love face wash. pleasant consistency easy apply rub rinse remove makeup well face feel nice clean combination skin skin feel balance fragrance free,2,,
244484,5,2023-03-06,This Inkey List Oat Cleaning Balm worked amazing to get my full face makeup off! Gentle on my skin and didn’t cause a break out!,Oat Cleansing Balm,The INKEY List,Positive,"['inkey', 'list', 'oat', 'cleaning', 'balm', 'work', 'amaze', 'get', 'full', 'face', 'makeup', 'gentle', 'skin', '’', 'cause', 'break']",Neutral,Positive,inkey list oat cleaning balm work amaze get full face makeup gentle skin ’ cause break,2,,
244485,4,2023-03-05,"I received this product as a free sample, The first impression was good, the texture is fine and manageable but the smell is not to my liking, it removes makeup very well and the face is soft after use. It definitely makes my life easier and I recommend it, of course I will buy it.",Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'product', 'free', 'sample', 'first', 'impression', 'good', 'texture', 'fine', 'manageable', 'smell', 'like', 'remove', 'makeup', 'well', 'face', 'soft', 'use', 'definitely', 'make', 'life', 'easy', 'recommend', 'course', 'buy']",Positive,Positive,receive product free sample first impression good texture fine manageable smell like remove makeup well face soft use definitely make life easy recommend course buy,2,,
244486,4,2023-03-05,I liked this cleansing balm but it is really only good for when you have makeup you need to take off. I noticed after applying that it had a slight greasy/oily feel to it but I evened it out with a toner. I did like this. I was sent this from Influenster for free to test out.,Oat Cleansing Balm,The INKEY List,Positive,"['like', 'cleanse', 'balm', 'really', 'good', 'makeup', 'need', 'take', 'notice', 'apply', 'slight', 'greasy/oily', 'feel', 'even', 'toner', 'like', 'sent', 'influenster', 'free', 'test']",Positive,Positive,like cleanse balm really good makeup need take notice apply slight greasy/oily feel even toner like sent influenster free test,2,,
244487,5,2023-03-05,I have been using this product for a week and I love it. This super gentle formula removes every bit of my makeup and leaves my fave feeling so clean and soft. There is little to no scent and it does not irritate my somewhat sensitive skin.,Oat Cleansing Balm,The INKEY List,Positive,"['use', 'product', 'week', 'love', 'super', 'gentle', 'formula', 'remove', 'every', 'bit', 'makeup', 'leaf', 'fave', 'feel', 'clean', 'soft', 'little', 'scent', 'irritate', 'somewhat', 'sensitive', 'skin']",Positive,Positive,use product week love super gentle formula remove every bit makeup leaf fave feel clean soft little scent irritate somewhat sensitive skin,2,,
244488,5,2023-03-05,"After using this I must have it, it helped with my dry skin! Thank you for letting me try a sample!",Oat Cleansing Balm,The INKEY List,Positive,"['use', 'must', 'help', 'dry', 'skin', 'thank', 'let', 'try', 'sample']",Neutral,Negative,use must help dry skin thank let try sample,0,,
244489,5,2023-03-05,J’adore ce produit ! Je l’utilise à tous les jours pour me démaquiller et il est très efficace (surtout pour le prix!). Je recommande fortement.,Oat Cleansing Balm,The INKEY List,Positive,"['j', '’', 'adore', 'ce', 'produit', 'je', 'l', '’', 'utilise', 'à', 'tous', 'le', 'jours', 'pour', 'démaquiller', 'et', 'il', 'est', 'très', 'efficace', 'surtout', 'pour', 'le', 'prix', 'je', 'recommande', 'fortement']",Neutral,Neutral,j ’ adore ce produit je l ’ utilise à tous le jours pour démaquiller et il est très efficace surtout pour le prix je recommande fortement,1,,
244490,3,2023-03-05,"I really like this. My first time using it, my face wasn’t wet enough but once I figured that out, it was nice. The cleanser is unscented, which is great if you’re sensitive. My face felt clean & it didn’t leave residue.",Oat Cleansing Balm,The INKEY List,Neutral,"['really', 'like', 'first', 'time', 'use', 'face', '’', 'wet', 'enough', 'figure', 'nice', 'cleanser', 'unscented', 'great', '’', 'sensitive', 'face', 'felt', 'clean', '’', 'leave', 'residue']",Neutral,Positive,really like first time use face ’ wet enough figure nice cleanser unscented great ’ sensitive face felt clean ’ leave residue,2,,
244491,5,2023-03-05,This product was sent for free from influenster in exchange for my honest review. Honestly i was super put off with how THICK this is. And it felt awful rubbing on my face as its so waxy and it does keave a film of “grease“ but honestly it cleanses SO WELL. It also hydrated my suppppeeer dry skin. So i will 100% keep using this. Highly recommend,Oat Cleansing Balm,The INKEY List,Positive,"['product', 'sent', 'free', 'influenster', 'exchange', 'honest', 'review', 'honestly', 'super', 'put', 'thick', 'felt', 'awful', 'rub', 'face', 'waxy', 'keave', 'film', '“', 'grease', '“', 'honestly', 'clean', 'well', 'also', 'hydrate', 'suppppeeer', 'dry', 'skin', '100', 'keep', 'use', 'highly', 'recommend']",Negative,Positive,product sent free influenster exchange honest review honestly super put thick felt awful rub face waxy keave film “ grease “ honestly clean well also hydrate suppppeeer dry skin 100 keep use highly recommend,2,,
244492,4,2023-03-05,I received this product for testing purposes. First of all I’m a big fan of inkey list. They have amazing affordable products. This cleanser really takes off makeup especially the water resistant ones but it is so hard to get it out of the bottle. It is a little nit greasy which I don’t like much,Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'product', 'test', 'purpose', 'first', '’', 'big', 'fan', 'inkey', 'list', 'amaze', 'affordable', 'product', 'cleanser', 'really', 'take', 'makeup', 'especially', 'water', 'resistant', 'one', 'hard', 'get', 'bottle', 'little', 'nit', 'greasy', '’', 'like', 'much']",Neutral,Positive,receive product test purpose first ’ big fan inkey list amaze affordable product cleanser really take makeup especially water resistant one hard get bottle little nit greasy ’ like much,2,,
244493,4,2023-03-05,I really like the texture. It feels so silky and smooth.. almost like a butter that melts as it warms up between your fingers and face. My skin feels very clean after a quick wash after all day at work even. It’s very nice!!,Oat Cleansing Balm,The INKEY List,Positive,"['really', 'like', 'texture', 'feel', 'silky', 'smooth', '..', 'almost', 'like', 'butter', 'melt', 'warms', 'finger', 'face', 'skin', 'feel', 'clean', 'quick', 'wash', 'day', 'work', 'even', '’', 'nice']",Neutral,Positive,really like texture feel silky smooth .. almost like butter melt warms finger face skin feel clean quick wash day work even ’ nice,2,,
244494,1,2023-03-05,"I’m confused on the product, by reading the packaging I thought it was some kind of face wash but when I was using it there was no type of bubbles so I thought it was some kind of leave in cream but it says to wash face with water after use, it also left my face with some kind of oily product which I didn’t like, the cleansing balm also smells weird in my opinion but not like a natural smelling product or “oat” kind of smell either if that’s what they were going for, not my liking",Oat Cleansing Balm,The INKEY List,Negative,"['’', 'confuse', 'product', 'reading', 'packaging', 'thought', 'kind', 'face', 'wash', 'use', 'type', 'bubble', 'thought', 'kind', 'leave', 'cream', 'say', 'wash', 'face', 'water', 'use', 'also', 'left', 'face', 'kind', 'oily', 'product', '’', 'like', 'cleanse', 'balm', 'also', 'smell', 'weird', 'opinion', 'like', 'natural', 'smell', 'product', '“', 'oat', '”', 'kind', 'smell', 'either', '’', 'go', 'like']",Neutral,Positive,’ confuse product reading packaging thought kind face wash use type bubble thought kind leave cream say wash face water use also left face kind oily product ’ like cleanse balm also smell weird opinion like natural smell product “ oat ” kind smell either ’ go like,2,,
244495,4,2023-03-05,"First off has a oat smell, not too strong but it is there. I kind of liked it, as well as the thickness of the balm. I love that it removes make up because I need that. The one thing I don’t like is the almost oily residue left over after I was my face. I end up going in with another cleanser after, which I don’t mind. I typically double cleanse but it felt kind of gross.",Oat Cleansing Balm,The INKEY List,Positive,"['first', 'oat', 'smell', 'strong', 'kind', 'like', 'well', 'thickness', 'balm', 'love', 'remove', 'make', 'need', 'one', 'thing', '’', 'like', 'almost', 'oily', 'residue', 'left', 'face', 'end', 'go', 'another', 'cleanser', '’', 'mind', 'typically', 'double', 'cleanse', 'felt', 'kind', 'gross']",Positive,Positive,first oat smell strong kind like well thickness balm love remove make need one thing ’ like almost oily residue left face end go another cleanser ’ mind typically double cleanse felt kind gross,2,,
244496,3,2023-03-04,"Influenster sent me this product for free to try it, I have a quick review because I had already bought it months ago, so its texture seems perfect to me because it is not liquid at all but like a balm. It seems to me that if it cleans the skin very well but it leaves it very dry, and another thing that didn’t work for my skin is that in my opinion it is a comedogenic  so a week after using it, I started to get acne outbreaks on my skin",Oat Cleansing Balm,The INKEY List,Neutral,"['influenster', 'sent', 'product', 'free', 'try', 'quick', 'review', 'already', 'bought', 'month', 'ago', 'texture', 'seem', 'perfect', 'liquid', 'like', 'balm', 'seem', 'clean', 'skin', 'well', 'leaf', 'dry', 'another', 'thing', '’', 'work', 'skin', 'opinion', 'comedogenic', 'week', 'use', 'start', 'get', 'acne', 'outbreak', 'skin']",Neutral,Positive,influenster sent product free try quick review already bought month ago texture seem perfect liquid like balm seem clean skin well leaf dry another thing ’ work skin opinion comedogenic week use start get acne outbreak skin,2,,
244497,5,2023-03-04,"I hope this will be helpful!!!First things first: Ok so I think the confusion in this product is the word „BALM“. This title is misleading! I expected a balm, lightweight, milky cleanser. The opposite is the case: this is a thick, creamy, hardgellike little crunchy but than melting cleanser!If you overcome this hurdle - YOU WILL LOVE IT! The trick is in my opinion to only damp the face. Tha smallest amount is enough to take of normal day Make-up whilst rubbing it all over your face. Gently it takes off all the product - take it off with a cloth and water - eh voila! I have no idea where the product dissolves but it’s AMAZING!",Oat Cleansing Balm,The INKEY List,Positive,"['hope', 'helpful', 'first', 'thing', 'first', 'ok', 'think', 'confusion', 'product', 'word', '„', 'balm', '“', 'title', 'mislead', 'expect', 'balm', 'lightweight', 'milky', 'cleanser', 'opposite', 'case', 'thick', 'creamy', 'hardgellike', 'little', 'crunchy', 'melt', 'cleanser', 'overcome', 'hurdle', 'love', 'trick', 'opinion', 'damp', 'face', 'tha', 'small', 'amount', 'enough', 'take', 'normal', 'day', 'make-up', 'whilst', 'rub', 'face', 'gently', 'take', 'product', 'take', 'cloth', 'water', 'eh', 'voila', 'idea', 'product', 'dissolve', '’', 'amaze']",Positive,Positive,hope helpful first thing first ok think confusion product word „ balm “ title mislead expect balm lightweight milky cleanser opposite case thick creamy hardgellike little crunchy melt cleanser overcome hurdle love trick opinion damp face tha small amount enough take normal day make-up whilst rub face gently take product take cloth water eh voila idea product dissolve ’ amaze,2,,
244498,5,2023-03-04,"Great product if not used in excess! It leaves my skin feeling smooth, soft, and clean!",Oat Cleansing Balm,The INKEY List,Positive,"['great', 'product', 'use', 'excess', 'leaf', 'skin', 'feel', 'smooth', 'soft', 'clean']",Neutral,Positive,great product use excess leaf skin feel smooth soft clean,2,,
244499,3,2023-03-04,it’s kinda hard to get the product out of the bottle and i feel like there isn’t much in it.But gets off all my mascara which i love about it,Oat Cleansing Balm,The INKEY List,Neutral,"['’', 'kinda', 'hard', 'get', 'product', 'bottle', 'feel', 'like', '’', 'much', 'it.but', 'get', 'mascara', 'love']",Positive,Positive,’ kinda hard get product bottle feel like ’ much it.but get mascara love,2,,
